experiment,dataset,runtime,model,seed,perturbation,metric,value,baseline_value,delta,baseline_experiment,baseline_found
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed13,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,13,lexical_noise_heavy,summary_rougeL,0.3421435204903765,0.39780670013650843,-0.05566317964613193,bioasq_TINY_mps_fp32_clean_seed13,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_heavy,macro_avg,0.15213800987552922,0.18545535703588023,-0.03331734716035101,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_heavy,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_heavy,factoid_f1,0.0689709595959596,0.08608218406980017,-0.017111224473840572,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_heavy,list_f1,0.18095238095238095,0.18571428571428572,-0.004761904761904773,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_heavy,summary_rougeL,0.35862869895377636,0.4700249583594351,-0.11139625940565873,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed97,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,97,lexical_noise_heavy,macro_avg,0.17752391782722665,0.147944414933117,0.029579502894109655,bioasq_TINY_mps_fp32_clean_seed97,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed97,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,97,lexical_noise_heavy,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_clean_seed97,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed97,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,97,lexical_noise_heavy,factoid_f1,0.09927398989898989,0.0689709595959596,0.03030303030303029,bioasq_TINY_mps_fp32_clean_seed97,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed97,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,97,lexical_noise_heavy,list_f1,0.125,0.125,0.0,bioasq_TINY_mps_fp32_clean_seed97,True
bioasq_TINY_mps_fp32_lexical_noise_heavy_seed97,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,97,lexical_noise_heavy,summary_rougeL,0.4858216814099167,0.39780670013650843,0.08801498127340829,bioasq_TINY_mps_fp32_clean_seed97,True
bioasq_TINY_mps_fp32_lexical_noise_medium_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_medium,macro_avg,0.15598012921883128,0.18545535703588023,-0.02947522781704895,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_medium_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_medium,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_medium_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_medium,factoid_f1,0.0927804834054834,0.08608218406980017,0.006698299335683222,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_medium_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_medium,list_f1,0.13333333333333333,0.18571428571428572,-0.05238095238095239,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_medium_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise_medium,summary_rougeL,0.39780670013650843,0.4700249583594351,-0.07221825822292666,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise,macro_avg,0.17269080677132997,0.18545535703588023,-0.012764550264550256,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise,factoid_f1,0.08608218406980017,0.08608218406980017,0.0,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise,list_f1,0.13333333333333333,0.18571428571428572,-0.05238095238095239,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lexical_noise_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,lexical_noise,summary_rougeL,0.47134770968218637,0.4700249583594351,0.001322751322751281,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_lora_clean_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,clean,macro_avg,0.18544634034554236,0.18544634034554236,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_clean_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,clean,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_clean_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,clean,factoid_f1,0.09106302698167756,0.09106302698167756,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_clean_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,clean,list_f1,0.18571428571428572,0.18571428571428572,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_clean_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,clean,summary_rougeL,0.4650080486862061,0.4650080486862061,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_contradiction_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,contradiction,macro_avg,0.18544634034554236,0.18544634034554236,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_contradiction_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,contradiction,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_contradiction_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,contradiction,factoid_f1,0.09106302698167756,0.09106302698167756,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_contradiction_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,contradiction,list_f1,0.18571428571428572,0.18571428571428572,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_contradiction_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,contradiction,summary_rougeL,0.4650080486862061,0.4650080486862061,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_irrelevant_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,irrelevant_noise,macro_avg,0.17991538140549249,0.18544634034554236,-0.005530958940049874,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_irrelevant_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,irrelevant_noise,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_irrelevant_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,irrelevant_noise,factoid_f1,0.06075999667864725,0.09106302698167756,-0.03030303030303031,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_irrelevant_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,irrelevant_noise,list_f1,0.18888888888888888,0.18571428571428572,0.0031746031746031633,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_irrelevant_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,irrelevant_noise,summary_rougeL,0.47001264005443383,0.4650080486862061,0.005004591368227729,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_lexical_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,lexical_noise,macro_avg,0.18194104934025135,0.18544634034554236,-0.0035052910052910113,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_lexical_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,lexical_noise,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_lexical_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,lexical_noise,factoid_f1,0.09106302698167756,0.09106302698167756,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_lexical_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,lexical_noise,list_f1,0.17037037037037037,0.18571428571428572,-0.015343915343915354,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_lexical_noise_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,lexical_noise,summary_rougeL,0.46633080000895744,0.4650080486862061,0.0013227513227513366,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_shuffle_snippets_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,shuffle_snippets,macro_avg,0.14944744170915536,0.18544634034554236,-0.035998898636387,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_shuffle_snippets_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,shuffle_snippets,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_shuffle_snippets_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,shuffle_snippets,factoid_f1,0.07610940005306203,0.09106302698167756,-0.01495362692861553,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_shuffle_snippets_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,shuffle_snippets,list_f1,0.18571428571428572,0.18571428571428572,0.0,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_lora_shuffle_snippets_seed42,bioasq_TINY,mps_fp32_lora,tinyllama-1.1b-chat-lora,42,shuffle_snippets,summary_rougeL,0.3359660810692737,0.4650080486862061,-0.12904196761693237,bioasq_TINY_mps_fp32_lora_clean_seed42,True
bioasq_TINY_mps_fp32_shuffle_snippets_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,shuffle_snippets,macro_avg,0.1445187382086162,0.18545535703588023,-0.04093661882726404,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_shuffle_snippets_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,shuffle_snippets,yesno_acc,0.0,0.0,0.0,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_shuffle_snippets_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,shuffle_snippets,factoid_f1,0.07637767637767638,0.08608218406980017,-0.00970450769212379,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_shuffle_snippets_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,shuffle_snippets,list_f1,0.16071428571428573,0.18571428571428572,-0.024999999999999994,bioasq_TINY_mps_fp32_clean_seed42,True
bioasq_TINY_mps_fp32_shuffle_snippets_seed42,bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,42,shuffle_snippets,summary_rougeL,0.34098299074250266,0.4700249583594351,-0.12904196761693243,bioasq_TINY_mps_fp32_clean_seed42,True
