dataset,runtime,model,phenotype,perturbation,metric,n,delta_mean,delta_std,delta_min,delta_max,rank_worst
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,factoid_f1,1,0.0256410256410256,,0.0256410256410256,0.0256410256410256,6.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,list_f1,1,-0.0773809523809523,,-0.0773809523809523,-0.0773809523809523,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,list_f1,3,-0.0694444444444444,0.0599193209148472,-0.125,-0.0059523809523809,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,list_f1,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,list_f1,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,list_f1,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,list_f1,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,list_f1,3,0.0214285714285713,0.0301874341264427,0.0,0.0559523809523809,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,list_precision,1,-0.0694444444444444,,-0.0694444444444444,-0.0694444444444444,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,list_precision,3,-0.0555555555555555,0.0599193209148471,-0.1111111111111111,0.0079365079365079,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,list_precision,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,list_precision,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,list_precision,1,0.0138888888888888,,0.0138888888888888,0.0138888888888888,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,list_precision,1,0.0138888888888888,,0.0138888888888888,0.0138888888888888,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,list_precision,3,0.0231481481481481,0.0289120277703629,0.0,0.0555555555555555,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,list_recall,1,-0.0873015873015873,,-0.0873015873015873,-0.0873015873015873,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,list_recall,3,-0.0873015873015872,0.0599193209148472,-0.1428571428571428,-0.0238095238095237,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,list_recall,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,list_recall,3,0.0185185185185185,0.0320750149549791,0.0,0.0555555555555555,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,macro_avg,1,-0.0095987290154585,,-0.0095987290154585,-0.0095987290154585,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,macro_avg,3,-0.0078703970333888,0.0238865211573553,-0.0333302849484738,0.0140471186117253,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,macro_avg,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,macro_avg,1,0.0026585072231139,,0.0026585072231139,0.0026585072231139,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,macro_avg,3,0.0077344208403161,0.0203075214070631,-0.0105698353155733,0.0295795028941096,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,macro_avg,1,0.0080357142857142,,0.0080357142857142,0.0080357142857142,6.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,macro_avg,1,0.0084935897435897,,0.0084935897435897,0.0084935897435897,7.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,summary_rougeL,1,-0.0353443335620992,,-0.0353443335620992,-0.0353443335620992,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,summary_rougeL,3,-0.0022753998518185,0.078626998989193,-0.0556631796461319,0.0880149812734082,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,summary_rougeL,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,summary_rougeL,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,summary_rougeL,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,summary_rougeL,3,0.0294158477638805,0.0347409684731312,-0.0083211397938955,0.0600688533272803,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,summary_rougeL,1,0.0880149812734082,,0.0880149812734082,0.0880149812734082,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,contradiction,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,irrelevant_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,lexical_noise_medium,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,ALL,shuffle_snippets,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,factoid_f1,1,-0.003660698999682,,-0.003660698999682,-0.003660698999682,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,factoid_f1,3,0.0,0.0,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,factoid_f1,1,0.0,,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,factoid_f1,3,0.0,0.0,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,factoid_f1,1,0.0,,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,factoid_f1,3,0.0,0.0,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,factoid_f1,1,0.0,,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,list_f1,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,list_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,list_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,list_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,list_f1,3,0.0238095238095237,0.0412393049421161,0.0,0.0714285714285714,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,list_f1,3,0.0555555555555555,0.0599193209148471,0.0,0.119047619047619,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,list_f1,1,0.0571428571428571,,0.0571428571428571,0.0571428571428571,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,list_precision,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,list_precision,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,list_precision,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,list_precision,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,list_precision,3,0.0208333333333333,0.0360843918243516,0.0,0.0625,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,list_precision,1,0.05,,0.05,0.05,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,list_precision,3,0.0555555555555555,0.0599193209148471,0.0,0.119047619047619,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,list_recall,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,list_recall,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,list_recall,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,list_recall,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,list_recall,3,0.0277777777777777,0.0481125224324687,0.0,0.0833333333333333,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,list_recall,3,0.0555555555555555,0.0599193209148471,0.0,0.119047619047619,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,list_recall,1,0.0666666666666666,,0.0666666666666666,0.0666666666666666,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,macro_avg,1,-0.0141692998357077,,-0.0141692998357077,-0.0141692998357077,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,macro_avg,3,0.0,0.0,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,macro_avg,1,0.0,,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,macro_avg,1,0.0,,0.0,0.0,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,macro_avg,3,0.0059523809523809,0.0103098262355289,0.0,0.0178571428571428,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,macro_avg,3,0.0080274591916748,0.0090874912878291,-0.0004181075872252,0.0176434604743428,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,macro_avg,1,0.0142857142857142,,0.0142857142857142,0.0142857142857142,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,summary_rougeL,1,-0.0530165003431489,,-0.0530165003431489,-0.0530165003431489,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,summary_rougeL,3,-0.023445718788856,0.0235698252228585,-0.0484737771502477,-0.0016724303489009,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,summary_rougeL,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,summary_rougeL,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,summary_rougeL,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,summary_rougeL,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,summary_rougeL,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,contradiction,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,irrelevant_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,lexical_noise_medium,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,long_context,shuffle_snippets,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,factoid_em,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,factoid_em,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,factoid_f1,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,factoid_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,factoid_f1,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,factoid_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,factoid_f1,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,factoid_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,factoid_f1,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,list_f1,1,-0.0773809523809523,,-0.0773809523809523,-0.0773809523809523,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,list_f1,3,-0.0694444444444444,0.0599193209148472,-0.125,-0.0059523809523809,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,list_f1,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,list_f1,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,list_f1,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,list_f1,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,list_f1,3,0.0214285714285713,0.0301874341264427,0.0,0.0559523809523809,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,list_precision,1,-0.0694444444444444,,-0.0694444444444444,-0.0694444444444444,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,list_precision,3,-0.0555555555555555,0.0599193209148471,-0.1111111111111111,0.0079365079365079,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,list_precision,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,list_precision,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,list_precision,1,0.0138888888888888,,0.0138888888888888,0.0138888888888888,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,list_precision,1,0.0138888888888888,,0.0138888888888888,0.0138888888888888,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,list_precision,3,0.0231481481481481,0.0289120277703629,0.0,0.0555555555555555,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,list_recall,1,-0.0873015873015873,,-0.0873015873015873,-0.0873015873015873,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,list_recall,3,-0.0873015873015872,0.0599193209148472,-0.1428571428571428,-0.0238095238095237,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,list_recall,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,list_recall,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,list_recall,3,0.0185185185185185,0.0320750149549791,0.0,0.0555555555555555,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,macro_avg,1,-0.0773809523809523,,-0.0773809523809523,-0.0773809523809523,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,macro_avg,3,-0.0694444444444444,0.0599193209148472,-0.125,-0.0059523809523809,2.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,macro_avg,3,0.0,0.0,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,macro_avg,1,0.0,,0.0,0.0,3.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,macro_avg,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,macro_avg,1,0.0083333333333333,,0.0083333333333333,0.0083333333333333,4.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,macro_avg,3,0.0214285714285713,0.0301874341264427,0.0,0.0559523809523809,5.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,summary_rougeL,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,summary_rougeL,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,summary_rougeL,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,summary_rougeL,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,summary_rougeL,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,summary_rougeL,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,summary_rougeL,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,contradiction,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,irrelevant_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_heavy,yesno_acc,3,0.0,0.0,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,lexical_noise_medium,yesno_acc,1,0.0,,0.0,0.0,1.0
bioasq_TINY,mps_fp32,tinyllama-1.1b-chat,multi_answer_list,shuffle_snippets,yesno_acc,1,0.0,,0.0,0.0,1.0
